GeneID	Control1	Control2	Control3	Control4	KO1	KO2	KO3	KO4
Rhbdl1	1	2	1	1	0	0	0	0
Jmjd8	113	175	241	129	156	262	179	251
Wdr24	134	7	384	65	106	265	254	389
Fbxl16	0	1	0	4	0	0	1	0
Gng13	14	41	9	0	0	0	0	8
Prps2	413	390	282	711	286	337	291	604
Sdc3	50	318	305	144	49	91	175	249
Hadha	1642	1049	1652	1181	1605	2235	2600	3432
Il6	194	117	155	68	0	16	11	0
Tyms	1835	2739	1903	1704	1684	2627	2089	3470
Agbl1	0	0	0	0	0	0	0	0
Hspa4l	1118	825	912	1198	408	786	1120	760
Plk4	105	48	32	29	42	57	87	69
Mfsd8	396	153	471	375	173	197	73	115
Larp1b	706	494	610	719	185	446	473	587
Jade1	1006	444	916	1152	816	778	651	979
D3Ertd751e	402	170	405	317	114	261	366	363
Crisp4	0	0	0	0	0	1	0	0
Crispld1	0	0	0	0	0	0	1	0
Gdap1	0	0	0	0	0	0	0	4
Ly96	505	507	597	474	431	306	430	318
Itih5	88	1823	50	1	131	197	131	275
Atp5c1	16305	10969	13190	9951	15496	13396	12181	16208
Taf3	915	782	967	817	575	1079	983	1500
4930412O13Rik	2	1	11	0	19	0	24	4
Clec3b	2	270	2	0	1	1	0	0
Exosc7	2166	1675	2817	1314	2077	3212	2520	3647
Zdhhc3	924	639	1302	891	968	742	907	1384
Tgm4	0	0	0	12	5	1	9	0
St8sia2	0	0	0	0	0	0	0	24
Slco3a1	429	145	435	220	297	695	289	444
Pgm1	1663	908	1597	1036	892	1006	871	1071
Slc25a10	1599	1210	1808	1893	1302	1175	1513	1682
Hgs	526	1091	1309	1033	630	783	873	865
Rpl14	47314	27601	36317	28830	36214	35375	31156	39290
Rassf3	414	164	364	416	281	470	447	479
Ccr1	0	0	0	0	0	0	0	0
Ccdc7a	0	0	0	1	0	0	0	0
Itgb1	5738	7463	4574	4352	4816	5534	4004	6424
Nrp1	62	181	39	0	0	0	27	2
Pard3	1776	941	1735	1571	1369	2084	1783	2203
Homer2	1266	444	845	860	881	957	852	1113
Dhtkd1	84	60	68	126	44	46	133	85
Sec61a2	805	706	1055	1083	747	880	935	1052
Nudt5	1433	1041	1116	1272	1160	951	1114	1367
Zfp282	98	67	484	250	167	381	376	544
Pdia4	1313	2656	1920	1417	1548	1501	2014	1846
Iscu	4632	4436	3509	3169	2281	2572	2209	2746
Pramel6	0	0	0	0	0	0	1	0
Pramel7	0	0	0	0	0	0	0	0
Fam20c	8	203	93	24	18	17	43	13
Prkar1b	0	3	0	0	31	0	19	1
Pdgfa	426	232	292	299	637	547	600	903
Dnaaf5	55	120	61	0	50	1	79	54
Get4	1232	1625	1281	1260	1805	2724	2029	2217
Xiap	389	568	695	703	369	338	567	785
Stag2	1277	817	1367	533	1085	1200	1348	1243
Cplx2	30	15	0	0	2	0	0	24
Higd2a	5624	3619	4660	3416	4367	4673	4819	5233
Nop16	1922	1646	1271	1715	2227	2219	1375	2121
Arl10	179	63	109	175	28	54	45	105
4833439L19Rik	1555	1740	2045	1484	1134	1532	979	1606
Thoc3	350	627	458	717	972	1121	948	858
Faf2	1279	1243	1684	1087	1526	1474	1373	1926
Tspan17	620	446	673	493	564	645	492	555
Unc5a	749	253	521	340	515	852	866	1124
Hk3	0	0	0	0	0	0	0	0
Uimc1	670	753	1291	1058	1288	947	800	746
Smad7	875	341	552	498	846	1195	1066	1223
Myo5b	1007	930	1134	1012	757	294	627	1266
Casp12	195	992	156	183	0	0	0	2
Casp1	0	372	0	0	0	0	0	0
Snca	0	0	0	0	0	0	0	0
Gria4	39	258	90	77	37	0	172	84
Kbtbd3	193	225	249	125	140	79	155	118
Aasdhppt	1325	628	1069	1032	713	581	684	1054
Cwf19l2	202	404	647	253	268	492	334	487
Alkbh8	261	279	320	38	306	90	65	247
Rp1	0	0	0	0	0	0	0	0
Sox17	0	0	6	0	0	0	0	0
Lypla1	1342	547	1599	1460	744	745	708	1010
Oprk1	0	0	0	0	0	0	1	0
Rb1cc1	791	849	590	695	606	465	748	773
Sntg1	0	0	0	0	0	0	0	0
Adhfe1	0	16	132	16	36	20	112	78
Mybl1	52	5	0	0	3	8	0	0
Sgk3	409	357	469	323	398	536	529	649
Ppp1r42	0	0	0	0	0	0	2	5
Cops5	2546	2410	1598	1713	2773	2138	1892	3163
Stau2	384	551	699	577	744	507	575	573
Rdh10	806	1006	956	965	386	250	206	245
Terf1	442	293	535	303	667	207	312	387
Tfap2b	0	0	0	0	0	0	0	0
Il17a	0	0	0	0	0	0	0	0
Msc	0	0	0	0	0	0	0	0
Paqr8	109	241	117	43	323	255	206	366
Eya1	0	0	12	1	0	0	0	0
Tmem14a	341	441	343	468	276	317	382	319
Gsta3	6104	1588	4999	3641	1235	1044	975	1206
Tram1	2137	2845	1629	2225	1769	1410	1499	2061
Lactb2	412	190	253	501	312	113	300	340
Slco5a1	11	72	0	0	0	0	0	0
Ube2w	1207	945	1085	1324	801	685	769	1203
Tmem70	896	799	826	734	551	709	474	843
Crygf	0	0	0	0	0	0	0	0
Pth2r	0	0	0	0	0	0	0	20
Pikfyve	321	338	350	450	267	142	457	401
Idh1	28250	13271	38796	32639	9425	7464	7546	8316
Crygc	0	0	0	0	5	0	0	0
Akr1cl	2	1	0	0	2	2	1	0
Mettl21a	239	929	314	348	70	276	135	328
Creb1	391	402	457	405	308	616	515	798
Klf7	226	550	303	109	221	283	231	304
4933402D24Rik	0	0	0	0	0	0	0	0
Fastkd2	481	484	670	485	171	429	562	700
Mdh1b	0	0	0	0	0	0	0	0
Adam23	0	220	32	0	0	14	0	0
Eef1b2	13958	10868	12516	10476	12077	12357	10899	15538
Ndufs1	1463	1195	921	1418	711	1614	1145	1433
Nrp2	9	439	56	12	0	1	4	1
Maip1	207	206	519	252	358	244	239	321
Boll	0	0	1	0	0	0	2	0
Rftn2	0	168	3	21	0	7	27	1
Mob4	2712	1684	1666	1733	1787	1590	1747	1979
Hspd1	3001	2229	4099	2497	2716	3177	3059	4676
Coq10b	4983	2501	2866	2306	2631	1943	1534	2417
Sf3b1	11293	7203	12314	12717	9047	11432	10819	11718
Ccdc150	0	0	12	49	34	1	11	0
Slc39a10	358	1211	948	329	696	588	756	681
Cps1	0	0	0	0	0	0	24	0
Slc40a1	302	530	1158	860	597	873	671	1101
Wdr75	875	792	1757	694	923	851	934	1301
Ikzf2	1456	609	1871	1699	1731	1401	1991	2527
Lancl1	8547	3747	7910	5720	7732	7835	7470	11253
Acadl	4575	1944	4179	3060	3440	4913	4264	4647
Kansl1l	169	36	158	220	123	111	191	102
Rpe	778	512	727	273	501	521	298	413
Icos	0	0	0	0	20	0	0	87
Ctla4	0	0	0	0	0	0	0	0
Cd28	0	0	0	0	19	1	4	0
Raph1	524	574	670	1124	659	757	685	1092
Carf	70	64	17	1	93	79	98	226
Ica1l	9	4	3	2	33	9	9	8
Wdr12	1537	1239	1032	1334	1338	1347	1330	1744
Nop58	2027	1343	1332	1525	2098	2300	1663	2062
Sumo1	7183	6210	7863	6062	5859	5449	4956	6539
Cdk15	0	16	1	0	0	57	0	0
Als2	167	94	53	28	60	152	43	62
Stradb	118	374	149	211	168	233	296	149
Trak2	147	279	105	210	90	115	165	188
Casp8	803	714	567	442	439	533	360	828
Cflar	487	600	663	490	436	591	548	669
Ndufb3	3455	2465	3016	2250	2640	2280	2142	2433
Clk1	7174	4243	8221	8932	7022	5138	7291	9187
Ppil3	526	363	890	495	545	307	494	717
Nif3l1	553	635	704	865	665	684	596	916
Orc2	201	328	401	235	226	279	196	373
Sgo2a	0	67	13	0	15	0	21	1
Col5a2	192	7018	252	218	0	39	0	178
Col3a1	871	73378	1171	1952	0	816	1	2279
Poglut2	388	994	192	75	264	546	396	498
Ercc5	337	315	326	407	416	451	539	609
Tex30	787	297	444	483	472	487	356	448
Ecrg4	0	134	228	0	0	0	0	18
Khdrbs2	0	0	0	1	0	3	0	0
Slc9a2	0	6	52	43	32	154	177	345
Pih1d3	0	0	0	0	0	0	0	0
Ptp4a1	8145	4505	8337	9281	6560	5993	4797	7027
Slc9a4	9	0	75	19	103	80	132	90
Il18rap	0	14	0	0	39	35	1	0
Il1rl1	0	45	0	0	0	0	0	1
Il18r1	85	1026	394	152	181	369	310	81
Il1r1	474	2468	413	495	493	533	623	746
Il1r2	209	234	360	440	9	0	0	0
Map4k4	795	1367	1030	397	754	737	967	1071
Npas2	52	86	204	150	111	222	206	187
Pdcl3	4064	2332	4214	3225	3825	5004	3426	4216
Chst10	336	259	433	486	212	277	135	389
Rev1	351	261	182	198	132	160	283	121
Eif5b	2895	1639	2121	1931	1922	2170	2048	2468
Lyg1	0	0	0	0	0	0	0	0
Mrpl30	4063	3396	2423	2459	2519	2480	2162	3523
Mitd1	500	582	448	603	341	310	717	763
2010300C02Rik	18	48	59	0	235	138	281	237
Stk17b	983	373	502	1045	1441	1453	1224	1609
Asnsd1	107	49	112	123	75	86	101	84
Osgepl1	216	352	192	227	230	293	148	262
Ormdl1	1788	581	1722	1731	1176	786	711	1284
Pms1	0	15	175	309	31	134	131	287
Mstn	0	0	0	0	0	0	0	0
Inpp1	66	162	89	8	127	122	172	319
Gls	740	598	602	911	970	1250	1025	1358
Stat1	248	213	344	113	146	259	225	246
Nabp1	791	128	864	946	649	524	272	614
Tmeff2	1	558	0	85	0	1	0	1
Mgat4a	1069	719	1626	415	1370	2160	1402	2639
Unc50	1950	2546	1821	1511	1569	1711	1820	2062
Coa5	1521	1373	1195	1243	922	1195	604	1402
Inpp4a	145	163	206	154	143	121	120	129
Cnga3	0	1	0	0	0	0	0	1
Tmem131	574	735	1016	569	439	502	502	607
Zap70	0	0	0	0	0	0	6	0
Sema4c	12	20	17	3	3	9	6	8
Plekhb2	2260	1584	3490	2387	2152	1855	2176	2080
Cfc1	0	0	0	0	0	0	0	4
Prss39	0	0	0	0	0	0	0	0
Ptpn18	8	32	54	33	27	42	48	68
Imp4	1371	1218	1525	1076	1362	1771	1294	1230
Dst	2374	672	1588	1525	1028	1655	1692	1518
Prim2	103	467	36	84	101	294	205	136
Zfp142	0	93	0	42	20	22	20	10
Col19a1	0	0	0	0	0	0	0	0
Rhbdd1	305	142	347	437	63	157	211	264
Col9a1	0	0	0	0	0	0	11	0
Tm4sf20	0	0	0	0	0	0	0	0
Mff	1720	1614	1912	1399	1423	1777	1378	2119
Fam135a	390	78	408	244	443	193	514	312
Sdhaf4	1369	1324	1194	938	1073	716	791	970
Smap1	152	114	133	48	100	146	143	239
B3gat2	0	5	39	51	0	0	6	30
Ogfrl1	5	211	148	56	37	60	62	45
Agfg1	1036	827	572	593	680	533	689	727
Nhej1	208	204	67	110	125	129	156	80
Sphkap	0	0	0	0	0	0	0	0
Ccl20	0	0	0	0	0	0	0	0
Wnt10a	42	45	84	52	596	649	467	873
Cyp27a1	182	427	369	220	386	361	596	296
Rnf25	389	197	200	102	67	76	305	472
Bcs1l	297	392	601	41	403	216	456	611
Plcd4	4	3	7	9	2	19	7	8
Cnot9	1314	1783	1649	1462	1603	1699	1535	1619
Vil1	11	0	0	0	1	1	15	0
Ctdsp1	499	499	412	317	245	370	306	438
Slc11a1	0	1	0	0	0	0	1	0
Pnkd	2613	2585	2299	2197	1729	2688	2233	2443
Cxcr2	22	31	19	16	11	17	30	43
Ppm1f	21	277	162	177	163	122	112	171
Tnp1	0	0	0	0	0	0	0	0
Igfbp5	4816	2864	3836	978	2664	3363	4724	6568
Xrcc5	1025	911	1201	945	862	1030	722	944
Tmem169	0	0	0	0	0	0	0	0
Pecr	548	596	866	488	995	956	647	846
Atic	439	143	543	333	185	609	651	623
Fn1	10	45814	94	2303	27	241	145	363
Bard1	0	21	0	0	0	9	28	16
Zfand2b	349	532	590	245	729	690	873	1192
Abcb6	0	0	0	0	1	2	7	1
Ankzf1	110	62	61	183	35	165	215	237
Glb1l	0	301	45	6	49	60	3	118
Stk16	1026	1492	2009	979	1002	1076	1473	1087
Tuba4a	1387	1509	2412	1747	1762	1963	1238	1281
Dnajb2	236	112	214	448	214	189	100	126
Ptprn	0	0	47	0	0	36	20	103
Slc23a3	3	25	27	49	12	66	48	36
Speg	0	184	0	2	2	2	0	0
Des	0	579	1	2	0	0	51	0
Dnpep	2126	3215	3065	1947	2211	2275	1755	2757
Obsl1	16	174	66	44	242	117	126	182
Stk11ip	142	403	208	39	123	215	70	554
Trip12	2714	1910	3106	2043	2104	1873	2569	2741
Slc16a14	90	0	216	99	9	22	86	185
Sp100	9	628	190	1	0	36	0	87
Itm2c	1930	2590	1713	1170	1784	2014	1811	2443
4933407L21Rik	0	0	0	0	0	0	0	1
Spata3	0	0	0	0	0	0	0	0
2810459M11Rik	0	15	0	3	0	0	0	0
Htr2b	0	31	0	0	0	0	0	45
Psmd1	2443	2979	2734	2493	2446	2807	2256	3220
Ncl	8369	7103	8121	6654	7661	8378	7023	7901
Epha4	43	258	278	56	102	134	152	265
Nmur1	0	0	0	0	0	0	0	0
Ptma	12824	13246	9733	8961	11276	15470	12245	14425
Pde6d	558	920	436	451	389	724	682	764
Cops7b	165	149	450	93	279	438	474	515
Nppc	45	30	11	21	13	22	42	28
Farsb	1144	739	852	750	902	1287	1290	1017
Alppl2	0	0	0	4	0	0	0	2
Ecel1	0	0	0	1	0	14	0	0
Mrpl44	633	576	736	734	502	695	595	1007
Serpine2	27	208	0	0	160	454	338	173
Chrnd	0	0	0	0	1	0	0	0
Chrng	0	0	0	0	0	13	0	0
Eif4e2	2462	3285	2589	1616	3321	2662	2215	3885
Efhd1	0	0	0	0	0	0	0	50
Snorc	0	0	0	0	0	0	0	0
Ngef	4	63	30	1	1	1	8	73
Ndufa10	3262	2909	2910	1922	3286	3492	2646	4192
Rnpepl1	309	594	591	407	481	423	519	828
Capn10	130	283	77	79	42	127	189	97
Gpr35	1	5	0	1	2	59	0	1
Agxt	0	0	0	0	0	0	0	0
Mterf4	272	208	348	297	242	140	69	295
Pask	1	17	17	55	20	3	11	16
Ppp1r7	1451	1287	1158	979	944	814	691	869
2-Sep	9081	12471	7797	7473	9029	7586	7314	9186
Stk25	908	1410	719	968	812	1629	791	1351
Bok	79	742	167	87	117	96	6	2
Thap4	377	339	423	279	296	422	414	482
Atg4b	1210	1152	1326	637	1127	1371	924	1176
Dtymk	2637	2398	1564	1625	1430	2427	1604	2733
Ing5	325	617	456	602	449	488	384	825
Pdcd1	0	0	0	0	0	0	0	0
Inpp5d	0	0	0	1	0	25	4	1
Atg16l1	346	105	542	546	310	379	572	567
Spp2	0	0	0	0	0	0	4	0
Iqca	0	0	0	0	0	0	0	0
Mlph	63	14	183	112	37	6	115	91
Rab17	0	51	0	0	30	13	31	4
Lrrfip1	2874	1445	2456	2809	2702	3589	2676	3463
Scly	13	20	42	95	137	131	120	189
Klhl30	0	0	0	0	0	8	2	0
Ilkap	936	1193	1789	1420	1575	2044	1382	2029
Asb1	0	183	17	44	12	76	49	9
Cdh7	0	0	0	0	0	0	0	0
Hdac4	706	605	454	436	349	419	789	683
Serpinb8	603	250	950	360	453	333	405	407
Cln8	375	66	149	238	453	730	475	404
Relch	836	291	860	751	676	529	833	770
Tnfrsf11a	106	3	138	120	35	45	54	157
Htr4	277	13	354	222	133	194	93	132
Serpinb11	0	0	0	0	0	0	0	0
Slco6c1	3	1	0	1	2	3	4	4
Gin1	126	382	305	257	230	178	313	291
Pam	192	572	115	84	111	312	45	187
Slco6d1	0	0	0	0	1	0	0	0
Ccdc93	152	338	151	459	10	59	337	259
Actr3	3826	3242	3168	2925	3418	3002	2790	3763
Slc35f5	4207	2774	3439	4308	2899	2743	3488	3597
Gpr39	276	335	731	314	247	595	339	327
Lypd1	79	3	1	2	2	36	2	4
Tmem163	1	0	0	0	0	7	7	0
Acmsd	0	1	1	0	1	1	2	0
Ccnt2	1424	1548	1702	1747	757	898	1967	1697
Ubxn4	1660	1408	2070	1536	1175	1570	1362	1970
Lct	0	0	0	0	0	0	0	0
Mcm6	168	607	70	92	366	771	409	370
Dars	1128	2073	1522	923	1173	1421	1502	1666
Rgs18	0	0	0	0	0	0	0	0
Rgs1	0	0	0	0	0	0	0	0
Rgs2	103	96	114	126	298	152	117	269
Cdc73	418	177	702	642	287	343	373	488
Cfh	604	5033	1853	77	0	2	40	94
F13b	0	0	0	0	0	0	0	0
Tsn	2398	2592	1781	1658	1840	2109	2186	2193
Nifk	2557	1213	1713	2073	2099	2252	2000	2375
Tfcp2l1	804	828	948	1071	292	352	405	498
Epb41l5	1042	991	1122	1281	1190	909	1037	979
Ptpn4	398	111	441	490	311	446	390	603
Dbi	16700	12763	12870	11005	6584	6291	5541	6458
Sctr	0	0	0	0	0	0	0	0
3110009E18Rik	129	190	69	89	93	119	99	148
Steap3	106	425	31	58	58	0	0	31
Marco	0	0	0	0	0	0	0	0
Nek7	666	1213	622	601	562	483	324	931
Atp6v1g3	0	0	0	0	0	0	0	0
Ptprc	0	0	0	0	0	0	5	0
Nr5a2	0	0	0	0	0	0	0	0
Cd55	7055	5794	6645	4936	2460	2087	1801	2074
Cd55b	4	2	6	0	7	12	5	7
Ddx59	328	100	131	145	286	153	265	229
C4bp	0	38	0	0	0	0	0	0
Cacna1s	0	0	0	0	0	0	1	0
Pfkfb2	371	198	570	485	126	395	417	451
Tmem9	1191	1096	1337	397	1504	1717	1196	1808
Pkp1	98	71	77	233	12	27	176	28
Tnnt2	0	30	13	21	75	118	114	66
Fcamr	76	0	68	0	0	23	31	0
Il20	0	0	0	0	0	8	0	0
Pigr	2	1	2	0	1	1	2	90
Tnni1	0	0	46	0	46	28	32	38
Il24	0	0	0	0	0	0	0	0
Csrp1	125	951	162	215	288	323	248	434
Gpr37l1	0	0	0	0	0	0	0	0
Srgap2	440	601	199	29	143	337	399	709
Arl8a	71	196	26	74	43	112	93	75
Eif2d	627	852	727	814	743	1045	1144	1325
Ube2t	107	110	34	155	91	112	173	120
Rassf5	360	536	429	301	206	403	305	264
Avpr1b	0	0	0	0	0	0	0	0
Rab29	342	180	487	306	300	229	257	526
Nucks1	752	759	1418	1157	601	849	714	801
Slc45a3	40	143	130	171	23	0	53	55
Elk4	733	310	691	445	428	670	567	791
Cdk18	608	272	544	574	15	80	305	188
Rbbp5	338	143	355	380	393	161	289	237
Nfasc	0	209	0	0	4	5	0	0
Lrrn2	0	467	0	1	0	0	0	0
Pik3c2b	30	65	51	60	65	41	87	294
Chit1	0	39	0	0	2	0	0	0
Syt2	0	0	0	0	0	9	10	0
Klhl12	456	144	366	413	121	280	344	553
Cyb5r1	1153	586	1079	646	591	1010	966	982
Adipor1	2498	2554	4254	3072	3674	4908	4080	3934
Ppfia4	0	23	0	10	15	177	106	84
Myog	0	0	0	0	0	0	0	0
Atp2b4	63	630	6	0	33	7	43	105
Tor1aip1	296	373	366	162	346	370	411	678
Lhx4	0	44	0	0	0	0	0	0
Xpr1	659	668	633	759	658	697	666	851
Stx6	1027	754	981	756	1064	1056	1209	796
Mr1	745	842	617	606	470	202	544	411
Glul	1155	1139	1828	1592	2175	2100	2437	3014
Rgs16	3	0	1	0	0	0	5	0
Lamc1	260	3271	550	493	615	638	848	925
Lamc2	1530	1437	1820	1655	2767	2434	2099	3655
Ncf2	14	105	18	2	1	5	4	6
Rgl1	14	828	46	0	0	1	0	1
Fam129a	8	328	0	0	0	158	15	0
Rnf2	1712	763	1929	1166	1377	1783	1400	1545
Coq8a	682	171	814	867	697	930	1251	1774
Cdc42bpa	861	1005	797	680	687	769	442	851
Ahctf1	955	369	569	978	575	604	418	396
Tfb2m	750	270	700	310	581	456	284	408
Kif26b	89	160	158	35	24	103	42	12
Efcab2	37	98	147	155	52	17	78	98
Parp1	578	544	796	337	571	1195	635	1421
Mixl1	0	0	0	0	0	0	0	0
Acbd3	604	789	458	577	400	638	569	694
Cox20	1	1	0	1	2	1	3	0
Desi2	413	599	364	393	763	413	254	713
Sdccag8	10	209	96	170	69	96	55	127
Capn2	100	1491	225	63	97	251	201	216
Trp53bp2	322	495	113	292	261	325	256	241
Srp9	2805	2478	1930	1688	1809	1854	1832	2483
Cnih3	0	0	0	0	0	0	0	1
Nvl	337	288	845	569	550	688	671	734
Tmem63a	200	430	460	467	260	326	292	451
Pycr2	726	735	518	380	397	816	512	583
Wdr64	0	0	0	0	0	3	0	0
Opn3	51	0	0	0	3	140	33	176
Fh1	1870	2082	2871	2033	2490	2109	2320	2275
Rgs7	2	0	0	23	0	0	0	0
Mptx1	0	0	0	0	0	0	0	0
Spta1	0	0	0	0	0	0	4	0
Ifi202b	54	402	58	9	12	21	24	0
Ifi211	14	342	52	26	0	0	2	0
Apcs	0	0	0	0	0	0	0	0
Dusp23	3	196	174	142	203	213	215	400
Cfap45	53	24	73	33	21	4	90	21
Tagln2	4143	11674	3317	3372	5634	8032	4553	5417
Slamf9	0	0	0	0	0	0	0	0
Copa	2250	2655	2459	1954	1969	2662	1668	2414
Dcaf8	980	1051	909	922	1297	752	1261	1401
Vangl2	187	10	97	139	209	354	184	167
Uck2	1150	705	1496	1221	995	1237	675	1424
Fmo9	0	0	0	0	0	24	0	0
Tada1	209	138	272	304	171	234	203	295
Dusp27	0	0	0	0	0	0	0	0
Pou2f1	263	148	337	80	260	186	139	143
Mpzl1	304	1983	785	269	1043	1336	1461	1610
Adcy10	0	0	3	13	5	0	12	8
Mpc2	7931	4066	5380	4526	3677	2913	3227	3794
Dcaf6	149	123	42	289	145	83	80	222
Tbx19	1	0	0	0	0	0	0	0
Xcl1	0	0	0	0	0	0	0	0
Dpt	0	470	0	0	0	0	0	0
Nme7	341	342	168	364	246	236	592	740
Atp1b1	1628	1634	2081	1153	2227	2694	2258	2595
Blzf1	640	423	631	693	567	635	467	755
Ccdc181	218	198	319	194	369	321	332	207
F5	0	0	3	36	4	9	71	8
Selp	0	0	0	0	0	0	0	0
Sell	0	0	0	0	0	1	0	0
Sele	84	0	234	88	183	119	85	172
Scyl3	204	297	86	255	83	201	272	432
Kifap3	635	603	675	438	160	283	311	588
Prrx1	0	125	1	48	0	0	1	0
Astn1	0	0	0	0	0	0	0	1
Sec16b	92	387	49	207	0	19	0	0
Tex35	0	0	0	0	0	0	0	0
Ralgps2	2	143	183	223	612	433	545	549
Abl2	94	322	109	340	146	378	219	331
Soat1	33	2567	83	225	0	1	5	8
Axdnd1	1	0	1	0	0	1	4	8
Nphs2	0	0	0	0	0	0	0	0
Smyd2	254	944	630	462	478	546	624	602
Ptpn14	607	512	672	549	725	808	1037	1045
Cenpf	36	410	131	40	37	194	615	274
Kctd3	297	318	173	332	352	349	447	391
Ush2a	0	0	15	7	0	0	0	0
Esrrg	77	0	0	1	22	18	20	8
Spata17	1	0	0	0	0	0	0	0
Slc30a10	2	2	1	0	1	2	1	0
Eprs	2114	3541	1881	2158	1385	2604	1968	2775
Cr2	0	0	0	0	0	0	27	0
Bpnt1	558	365	476	417	484	615	517	662
Iars2	640	1005	327	297	426	718	847	552
Mark1	0	0	0	0	2	17	0	35
1-Mar	0	1	0	0	0	0	15	0
Nek2	0	21	0	0	0	27	72	0
Lpgat1	1062	678	885	1040	697	831	768	995
Ppp2r5a	1857	1762	1614	1594	1443	1709	1500	2115
Pacc1	92	192	0	65	134	219	51	75
Atf3	7420	2562	9268	4633	18092	14060	9735	19096
Batf3	0	0	25	0	0	36	0	0
Tatdn3	183	233	193	225	140	174	189	266
Angel2	628	428	661	939	726	571	612	998
Traf5	134	231	12	2	4	14	2	4
Irf6	1376	744	2005	1837	2698	1590	1579	2336
Lamb3	1202	386	1235	912	933	1116	1196	1329
Plxna2	543	671	784	415	293	489	561	589
Usf1	35	265	409	208	69	326	223	225
Nmt2	1094	1723	746	1546	1753	1401	1350	1750
Acbd7	0	0	0	13	0	8	6	15
Olah	0	0	0	0	0	0	1	0
Suv39h2	10	107	0	0	34	80	57	69
Dclre1c	18	215	59	206	151	64	364	202
Cfap126	242	225	214	348	156	227	211	199
Meig1	17	28	25	0	0	0	0	7
Fam107b	3151	1590	3387	2319	3641	2181	1969	2441
Fcgr2b	5	6	0	35	0	0	1	1
Frmd4a	32	157	5	30	62	31	87	92
Dusp12	70	165	273	247	114	221	252	231
Sephs1	931	748	280	479	605	713	338	549
Atf6	552	183	471	405	259	173	403	381
Phyh	3659	2609	3619	3280	3150	1998	1980	2852
Uhmk1	427	236	586	284	284	308	436	558
Ucma	0	0	0	0	0	0	0	0
Mcm10	200	175	88	44	119	159	224	272
Uap1	640	1944	1045	547	675	513	556	577
Optn	1437	806	1487	1442	715	1178	1078	827
Ddr2	47	2488	174	117	1	10	4	55
Hsd17b7	209	129	206	215	64	144	48	133
Ccdc3	26	1	11	6	8	17	18	15
Rgs5	382	57	204	143	688	334	538	1294
Enkur	0	63	0	0	3	8	2	61
Nuf2	2	370	2	1	83	39	161	30
Lmx1a	0	0	0	3	0	0	1	0
Aldh9a1	1272	925	894	1172	1263	822	1648	1317
Mgst3	40008	18714	34697	29404	32261	35697	29996	39602
Fmo3	0	0	0	0	0	0	0	0
Fmo4	0	0	0	0	0	0	0	0
Eef1aknmt	185	186	210	1	11	116	64	182
Vamp4	650	399	519	449	413	351	350	567
Myoc	0	52	0	0	0	0	0	0
Pigc	476	469	663	204	450	465	418	647
Tnfsf4	0	0	0	0	0	0	0	0
Prdx6	16334	10115	18409	13142	11164	11277	11207	13495
Klhl20	194	336	94	85	310	193	190	142
Nsun6	64	389	361	175	260	338	150	374
Cenpl	439	207	87	315	383	307	295	204
Dars2	333	99	282	173	211	225	185	373
Mrc1	0	0	0	0	0	3	3	11
Serpinc1	54	1	1	11	2	2	17	21
Stam	764	322	867	245	537	797	601	647
Rabgap1l	1208	1248	1519	1110	1303	877	717	1364
Trdmt1	301	68	343	79	249	129	298	193
Tnn	0	0	0	0	0	6	1	0
Cubn	1	0	1	2	28	0	4	0
Rsu1	1560	3602	1678	1670	2249	2341	2074	2148
Vim	476	16902	606	81	0	56	0	122
Pter	191	350	182	200	284	376	210	516
4921504E06Rik	0	0	0	0	0	0	2	25
Ptf1a	0	0	0	0	0	0	0	0
Pip4k2a	39	271	95	84	16	18	44	38
Bmi1	427	265	228	581	60	256	181	208
Dnajc1	574	749	635	333	583	520	994	649
Mllt10	601	279	590	456	661	646	719	948
Plxdc2	559	3052	999	596	1478	1487	1238	1646
Nek6	191	1060	572	251	370	380	515	846
Psmb7	1941	1818	1932	1352	1917	2064	1885	2003
Nr5a1	0	0	0	0	0	0	0	1
Ppp6c	3348	2542	3615	2564	2895	2560	2298	2697
Golga1	157	556	307	555	553	372	436	593
Arpc5l	3612	2262	3274	2880	3627	3174	3186	4823
Orc4	1594	1476	1479	1354	1398	1107	1279	1388
Kif5c	420	179	499	406	218	384	145	259
Lypd6b	1092	422	710	1319	470	922	633	1156
Mmadhc	2575	1923	1836	2159	2688	2458	2350	3743
Mindy3	436	558	435	705	416	260	284	377
Itga8	0	0	0	0	0	6	0	5
Il2ra	0	0	0	1	0	0	0	0
Spopl	225	245	199	351	266	166	219	313
Pfkfb3	46	570	26	194	149	171	188	181
4931423N10Rik	0	0	1	1	3	0	0	0
Yme1l1	1066	1526	917	989	835	866	966	879
Prkcq	10	10	23	126	3	38	20	24
Mastl	7	6	115	47	43	168	152	70
Acbd5	1075	441	1058	883	427	666	566	406
Abi2	434	573	411	453	414	283	366	464
Pdss1	159	152	70	49	0	80	113	91
Pkn3	40	168	192	4	12	126	190	84
Apbb1ip	0	14	0	0	0	0	0	23
Gad2	1	1	2	2	1	1	0	2
Zbtb43	465	113	280	354	641	507	360	515
Odf2	705	696	218	269	341	219	743	409
Slc2a8	180	282	14	57	121	102	32	168
Lrsam1	141	1	220	68	276	172	378	219
Fam129b	868	715	1034	1062	1091	2050	1328	1651
Stxbp1	80	231	260	81	0	10	11	19
